1 NR PCI,2 NR PCI,3 NR PCI,4 NR PCI,5 NR PCI,6 NR PCI,1 SS RSRP,2 SS RSRP,3 SS RSRP,4 SS RSRP,5 SS RSRP,6 SS RSRP,x,y
169.0,166.0,167.0,168.0,,,-80.46,-82.6,-85.25,-121.46,,,2.51365405051328,2.217519110564454
169.0,166.0,167.0,168.0,,,-77.19,-83.8,-85.6,-121.15,,,2.51365405051328,2.217519110564454
169.0,166.0,167.0,168.0,,,-77.19,-83.8,-85.6,-121.15,,,2.51365405051328,2.217519110564454
169.0,167.0,168.0,166.0,,,-75.57,-82.25,-119.64,-120.58,,,2.51365405051328,2.217519110564454
169.0,167.0,168.0,166.0,,,-75.57,-82.25,-119.64,-120.58,,,2.51365405051328,2.217519110564454
169.0,167.0,168.0,166.0,,,-75.57,-82.25,-119.64,-120.58,,,2.51365405051328,2.217519110564454
169.0,167.0,168.0,166.0,,,-75.89,-82.64,-119.93,-121.38,,,2.51365405051328,2.217519110564454
169.0,167.0,168.0,166.0,,,-75.89,-82.64,-119.93,-121.38,,,2.51365405051328,2.217519110564454
169.0,167.0,168.0,166.0,,,-75.39,-83.48,-121.16,-156.0,,,2.51365405051328,2.217519110564454
169.0,167.0,168.0,166.0,,,-75.39,-83.48,-121.16,-156.0,,,2.51365405051328,2.217519110564454
169.0,167.0,168.0,166.0,,,-75.39,-83.48,-121.16,-156.0,,,2.51365405051328,2.217519110564454
169.0,167.0,166.0,168.0,,,-73.55,-81.32,-156.0,-156.0,,,2.559754840163824,1.929066997433773
169.0,167.0,166.0,168.0,,,-73.55,-81.32,-156.0,-156.0,,,2.559754840163824,1.929066997433773
169.0,167.0,166.0,168.0,,,-73.55,-81.32,-156.0,-156.0,,,2.559754840163824,1.929066997433773
169.0,167.0,168.0,166.0,,,-73.15,-81.0,-83.79,-156.0,,,2.559754840163824,1.929066997433773
169.0,167.0,168.0,166.0,,,-73.15,-81.0,-83.79,-156.0,,,2.559754840163824,1.929066997433773
169.0,167.0,166.0,168.0,,,-73.75,-82.75,-156.0,-156.0,,,2.559754840163824,1.929066997433773
169.0,167.0,166.0,168.0,,,-73.75,-82.75,-156.0,-156.0,,,2.559754840163824,1.929066997433773
169.0,167.0,166.0,168.0,,,-73.75,-82.75,-156.0,-156.0,,,2.559754840163824,1.929066997433773
169.0,167.0,166.0,168.0,,,-73.07,-82.08,-156.0,-156.0,,,2.559754840163824,1.929066997433773
169.0,167.0,166.0,168.0,,,-73.07,-82.08,-156.0,-156.0,,,2.559754840163824,1.929066997433773
169.0,167.0,168.0,166.0,,,-73.84,-82.91,-120.68,-156.0,,,2.559754840163824,1.929066997433773
169.0,167.0,168.0,166.0,,,-73.84,-82.91,-120.68,-156.0,,,2.559754840163824,1.929066997433773
169.0,167.0,168.0,166.0,,,-73.84,-82.91,-120.68,-156.0,,,2.559754840163824,1.929066997433773
169.0,167.0,189.0,168.0,166.0,,-74.8,-79.76,-83.72,-120.58,-156.0,,2.559754840163824,1.929066997433773
169.0,167.0,189.0,168.0,166.0,,-74.8,-79.76,-83.72,-120.58,-156.0,,2.540378412159853,1.6667399022083762
169.0,167.0,189.0,166.0,168.0,,-74.71,-81.89,-82.63,-120.76,-156.0,,2.540378412159853,1.6667399022083762
169.0,167.0,189.0,166.0,168.0,,-74.71,-81.89,-82.63,-120.76,-156.0,,2.540378412159853,1.6667399022083762
169.0,167.0,189.0,166.0,168.0,,-74.71,-81.89,-82.63,-120.76,-156.0,,2.540378412159853,1.6667399022083762
169.0,167.0,168.0,166.0,,,-71.73,-81.7,-82.79,-156.0,,,2.540378412159853,1.6667399022083762
169.0,167.0,168.0,166.0,,,-71.73,-81.7,-82.79,-156.0,,,2.540378412159853,1.6667399022083762
169.0,167.0,168.0,166.0,,,-72.21,-79.18,-119.49,-156.0,,,2.540378412159853,1.6667399022083762
169.0,167.0,168.0,166.0,,,-72.21,-79.18,-119.49,-156.0,,,2.540378412159853,1.6667399022083762
169.0,167.0,168.0,166.0,,,-72.21,-79.18,-119.49,-156.0,,,2.540378412159853,1.6667399022083762
169.0,167.0,168.0,166.0,,,-74.48,-80.09,-119.18,-156.0,,,2.540378412159853,1.6667399022083762
169.0,167.0,168.0,166.0,,,-74.48,-80.09,-119.18,-156.0,,,2.540378412159853,1.6667399022083762
169.0,167.0,166.0,168.0,,,-72.97,-82.15,-82.98,-121.09,,,2.540378412159853,1.6667399022083762
169.0,167.0,166.0,168.0,,,-72.97,-82.15,-82.98,-121.09,,,2.540378412159853,1.6667399022083762
169.0,167.0,166.0,168.0,,,-72.97,-82.15,-82.98,-121.09,,,2.540378412159853,1.6667399022083762
169.0,167.0,168.0,166.0,,,-72.16,-80.16,-119.15,-119.78,,,2.540378412159853,1.6667399022083762
169.0,167.0,168.0,166.0,,,-72.16,-80.16,-119.15,-119.78,,,2.540378412159853,1.6667399022083762
169.0,167.0,166.0,168.0,,,-71.64,-82.25,-84.11,-156.0,,,2.540378412159853,1.6667399022083762
169.0,167.0,166.0,168.0,,,-71.64,-82.25,-84.11,-156.0,,,2.573417451606864,1.376090178232524
169.0,167.0,166.0,168.0,,,-71.64,-82.25,-84.11,-156.0,,,2.573417451606864,1.376090178232524
169.0,167.0,166.0,168.0,,,-72.82,-81.23,-156.0,-156.0,,,2.573417451606864,1.376090178232524
169.0,167.0,166.0,168.0,,,-72.82,-81.23,-156.0,-156.0,,,2.573417451606864,1.376090178232524
169.0,167.0,166.0,,,,-72.54,-82.62,-156.0,,,,2.573417451606864,1.376090178232524
169.0,167.0,166.0,,,,-72.54,-82.62,-156.0,,,,2.573417451606864,1.376090178232524
169.0,167.0,166.0,,,,-72.54,-82.62,-156.0,,,,2.573417451606864,1.376090178232524
169.0,167.0,166.0,,,,-75.23,-81.48,-84.62,,,,2.573417451606864,1.376090178232524
169.0,167.0,166.0,,,,-75.23,-81.48,-84.62,,,,2.573417451606864,1.376090178232524
169.0,167.0,166.0,,,,-75.23,-81.48,-84.62,,,,2.573417451606864,1.376090178232524
169.0,167.0,166.0,,,,-72.23,-81.81,-119.78,,,,2.573417451606864,1.376090178232524
169.0,167.0,166.0,,,,-72.23,-81.81,-119.78,,,,2.573417451606864,1.376090178232524
169.0,167.0,166.0,,,,-74.71,-81.04,-120.33,,,,2.573417451606864,1.376090178232524
169.0,167.0,166.0,,,,-74.71,-81.04,-120.33,,,,2.573417451606864,1.376090178232524
169.0,167.0,166.0,,,,-74.71,-81.04,-120.33,,,,2.573417451606864,1.376090178232524
169.0,167.0,166.0,,,,-76.18,-83.04,-120.77,,,,2.573417451606864,1.376090178232524
169.0,167.0,166.0,,,,-76.18,-83.04,-120.77,,,,2.617239916330838,1.089493416883306
169.0,167.0,166.0,,,,-77.38,-82.66,-121.48,,,,2.617239916330838,1.089493416883306
169.0,167.0,166.0,,,,-77.38,-82.66,-121.48,,,,2.617239916330838,1.089493416883306
169.0,167.0,166.0,,,,-77.38,-82.66,-121.48,,,,2.617239916330838,1.089493416883306
169.0,167.0,,,,,-78.39,-79.32,,,,,2.617239916330838,1.089493416883306
169.0,167.0,,,,,-78.39,-79.32,,,,,2.617239916330838,1.089493416883306
169.0,167.0,,,,,-78.17,-83.66,,,,,2.617239916330838,1.089493416883306
169.0,167.0,,,,,-78.17,-83.66,,,,,2.617239916330838,1.089493416883306
169.0,167.0,,,,,-78.17,-83.66,,,,,2.617239916330838,1.089493416883306
169.0,167.0,168.0,,,,-78.22,-86.36,-122.52,,,,2.617239916330838,1.089493416883306
169.0,167.0,168.0,,,,-78.22,-86.36,-122.52,,,,2.617239916330838,1.089493416883306
169.0,167.0,168.0,,,,-78.22,-86.36,-122.52,,,,2.617239916330838,1.089493416883306
169.0,167.0,189.0,168.0,,,-77.55,-83.59,-86.06,-89.18,,,2.617239916330838,1.089493416883306
169.0,167.0,189.0,168.0,,,-77.55,-83.59,-86.06,-89.18,,,2.617239916330838,1.089493416883306
169.0,167.0,166.0,189.0,168.0,,-79.07,-83.71,-89.21,-121.17,-123.02,,2.617239916330838,1.089493416883306
169.0,167.0,166.0,189.0,168.0,,-79.07,-83.71,-89.21,-121.17,-123.02,,2.617239916330838,1.089493416883306
169.0,167.0,166.0,189.0,168.0,,-79.07,-83.71,-89.21,-121.17,-123.02,,2.617239916330838,1.089493416883306
169.0,189.0,167.0,166.0,168.0,,-78.94,-85.8,-85.86,-88.11,-124.31,,2.687057519717406,0.7851645675488889
169.0,189.0,167.0,166.0,168.0,,-78.94,-85.8,-85.86,-88.11,-124.31,,2.687057519717406,0.7851645675488889
169.0,167.0,189.0,166.0,168.0,,-80.45,-83.99,-86.39,-123.21,-156.0,,2.687057519717406,0.7851645675488889
169.0,167.0,189.0,166.0,168.0,,-80.45,-83.99,-86.39,-123.21,-156.0,,2.687057519717406,0.7851645675488889
169.0,167.0,189.0,166.0,168.0,,-80.45,-83.99,-86.39,-123.21,-156.0,,2.687057519717406,0.7851645675488889
169.0,167.0,189.0,168.0,166.0,,-80.09,-85.94,-122.89,-123.06,-156.0,,2.687057519717406,0.7851645675488889
169.0,167.0,189.0,168.0,166.0,,-80.09,-85.94,-122.89,-123.06,-156.0,,2.687057519717406,0.7851645675488889
169.0,167.0,168.0,166.0,,,-78.47,-86.92,-123.89,-156.0,,,2.687057519717406,0.7851645675488889
169.0,167.0,168.0,166.0,,,-78.47,-86.92,-123.89,-156.0,,,2.687057519717406,0.7851645675488889
169.0,167.0,168.0,166.0,,,-78.47,-86.92,-123.89,-156.0,,,2.687057519717406,0.7851645675488889
169.0,167.0,190.0,168.0,,,-79.1,-83.28,-90.57,-156.0,,,2.687057519717406,0.7851645675488889
169.0,167.0,190.0,168.0,,,-79.1,-83.28,-90.57,-156.0,,,2.687057519717406,0.7851645675488889
169.0,167.0,166.0,168.0,190.0,,-79.37,-85.14,-122.75,-124.21,-124.57,,2.687057519717406,0.7851645675488889
169.0,167.0,166.0,168.0,190.0,,-79.37,-85.14,-122.75,-124.21,-124.57,,2.687057519717406,0.7851645675488889
169.0,167.0,166.0,168.0,190.0,,-79.37,-85.14,-122.75,-124.21,-124.57,,2.687057519717406,0.7851645675488889
169.0,167.0,168.0,190.0,166.0,,-80.63,-85.42,-123.14,-156.0,-156.0,,2.687057519717406,0.7851645675488889
169.0,167.0,168.0,190.0,166.0,,-80.63,-85.42,-123.14,-156.0,-156.0,,2.687057519717406,0.7851645675488889
169.0,167.0,168.0,190.0,166.0,,-80.63,-85.42,-123.14,-156.0,-156.0,,2.687057519717406,0.7851645675488889
167.0,169.0,,,,,-79.34,-80.86,,,,,2.687057519717406,0.7851645675488889
167.0,169.0,,,,,-79.34,-80.86,,,,,2.687057519717406,0.7851645675488889
167.0,169.0,166.0,190.0,,,-80.36,-81.97,-122.69,-156.0,,,2.806318358920666,0.4512090256208074
167.0,169.0,166.0,190.0,,,-80.36,-81.97,-122.69,-156.0,,,2.806318358920666,0.4512090256208074
167.0,169.0,166.0,190.0,,,-80.36,-81.97,-122.69,-156.0,,,2.806318358920666,0.4512090256208074
167.0,169.0,166.0,189.0,190.0,,-80.31,-81.29,-121.88,-122.96,-156.0,,2.806318358920666,0.4512090256208074
167.0,169.0,166.0,189.0,190.0,,-80.31,-81.29,-121.88,-122.96,-156.0,,2.806318358920666,0.4512090256208074
167.0,169.0,189.0,190.0,166.0,,-80.55,-82.43,-123.13,-124.23,-156.0,,2.806318358920666,0.4512090256208074
167.0,169.0,189.0,190.0,166.0,,-80.55,-82.43,-123.13,-124.23,-156.0,,2.806318358920666,0.4512090256208074
167.0,169.0,189.0,190.0,166.0,,-80.55,-82.43,-123.13,-124.23,-156.0,,2.806318358920666,0.4512090256208074
167.0,169.0,189.0,166.0,190.0,,-81.99,-82.59,-122.8,-156.0,-156.0,,2.806318358920666,0.4512090256208074
167.0,169.0,189.0,166.0,190.0,,-81.99,-82.59,-122.8,-156.0,-156.0,,2.806318358920666,0.4512090256208074
167.0,169.0,189.0,166.0,190.0,,-81.99,-82.59,-122.8,-156.0,-156.0,,2.806318358920666,0.4512090256208074
167.0,169.0,189.0,168.0,190.0,,-81.28,-82.16,-122.96,-156.0,-156.0,,2.806318358920666,0.4512090256208074
167.0,169.0,189.0,168.0,190.0,,-81.28,-82.16,-122.96,-156.0,-156.0,,2.806318358920666,0.4512090256208074
169.0,167.0,189.0,190.0,,,-80.58,-81.8,-89.29,-156.0,,,2.806318358920666,0.4512090256208074
169.0,167.0,189.0,190.0,,,-80.58,-81.8,-89.29,-156.0,,,2.806318358920666,0.4512090256208074
169.0,167.0,189.0,190.0,,,-80.58,-81.8,-89.29,-156.0,,,2.806318358920666,0.4512090256208074
169.0,167.0,189.0,190.0,,,-80.26,-83.07,-88.09,-156.0,,,2.806318358920666,0.4512090256208074
169.0,167.0,189.0,190.0,,,-80.26,-83.07,-88.09,-156.0,,,2.806318358920666,0.4512090256208074
167.0,169.0,190.0,,,,-83.39,-83.8,-156.0,,,,2.806318358920666,0.4512090256208074
167.0,169.0,190.0,,,,-83.39,-83.8,-156.0,,,,2.9431990891209785,0.1235594118680522
167.0,169.0,190.0,,,,-83.39,-83.8,-156.0,,,,2.9431990891209785,0.1235594118680522
169.0,167.0,190.0,166.0,,,-83.74,-86.09,-91.38,-156.0,,,2.9431990891209785,0.1235594118680522
169.0,167.0,190.0,166.0,,,-83.74,-86.09,-91.38,-156.0,,,2.9431990891209785,0.1235594118680522
169.0,167.0,190.0,166.0,,,-83.74,-86.09,-91.38,-156.0,,,2.9560898000644986,0.1125380635256443
169.0,189.0,167.0,168.0,190.0,166.0,-82.43,-88.89,-90.69,-124.19,-156.0,-156.0,2.9560898000644986,0.1125380635256443
169.0,189.0,167.0,168.0,190.0,166.0,-82.43,-88.89,-90.69,-124.19,-156.0,-156.0,2.969001995242914,0.1046201937469368
169.0,189.0,167.0,190.0,168.0,,-82.84,-86.99,-87.45,-123.98,-156.0,,2.969001995242914,0.1046201937469368
169.0,189.0,167.0,190.0,168.0,,-82.84,-86.99,-87.45,-123.98,-156.0,,2.9701655564667706,0.0990040151836022
169.0,189.0,167.0,190.0,168.0,,-82.84,-86.99,-87.45,-123.98,-156.0,,2.9701655564667706,0.0990040151836022
169.0,189.0,167.0,190.0,168.0,,-82.23,-88.52,-91.52,-91.57,-124.19,,2.9933240833917747,0.0947464280407197
169.0,189.0,167.0,190.0,168.0,,-82.23,-88.52,-91.52,-91.57,-124.19,,2.9933240833917747,0.0947464280407197
169.0,189.0,167.0,190.0,,,-82.72,-87.35,-88.45,-91.2,,,2.9933240833917747,0.0947464280407197
169.0,189.0,167.0,190.0,,,-82.72,-87.35,-88.45,-91.2,,,2.9933240833917747,0.0947464280407197
169.0,189.0,167.0,190.0,,,-82.72,-87.35,-88.45,-91.2,,,2.9933240833917747,0.0947464280407197
169.0,167.0,189.0,190.0,166.0,,-80.91,-85.95,-88.88,-123.81,-156.0,,2.9933240833917747,0.0947464280407197
169.0,167.0,189.0,190.0,166.0,,-80.91,-85.95,-88.88,-123.81,-156.0,,2.9933240833917747,0.0947464280407197
169.0,167.0,189.0,190.0,166.0,,-79.74,-86.68,-90.7,-92.19,-156.0,,2.9933240833917747,0.0947464280407197
169.0,167.0,189.0,190.0,166.0,,-79.74,-86.68,-90.7,-92.19,-156.0,,3.014161543457393,0.1212133667089467
169.0,167.0,189.0,190.0,166.0,,-79.74,-86.68,-90.7,-92.19,-156.0,,3.014161543457393,0.1212133667089467
169.0,167.0,190.0,189.0,,,-80.36,-87.53,-91.05,-93.08,,,3.0097313325467803,0.1290546841161435
169.0,167.0,190.0,189.0,,,-80.36,-87.53,-91.05,-93.08,,,3.0097313325467803,0.1290546841161435
169.0,167.0,190.0,189.0,,,-80.36,-87.53,-91.05,-93.08,,,3.0170967607523607,0.1177107335346955
169.0,167.0,190.0,189.0,,,-81.39,-88.82,-92.46,-125.5,,,3.0170967607523607,0.1177107335346955
169.0,167.0,190.0,189.0,,,-81.39,-88.82,-92.46,-125.5,,,3.0386093937029863,0.1124358305591402
169.0,189.0,166.0,167.0,190.0,168.0,-84.82,-85.97,-88.62,-89.63,-91.31,-122.16,3.0386093937029863,0.1124358305591402
169.0,189.0,166.0,167.0,190.0,168.0,-84.82,-85.97,-88.62,-89.63,-91.31,-122.16,3.0592755745169944,0.1290859205447596
169.0,189.0,166.0,167.0,190.0,168.0,-84.82,-85.97,-88.62,-89.63,-91.31,-122.16,3.0592755745169944,0.1290859205447596
169.0,168.0,189.0,167.0,190.0,166.0,-83.16,-85.37,-88.68,-89.86,-91.69,-156.0,3.05336179697154,0.145182818446336
169.0,168.0,189.0,167.0,190.0,166.0,-83.16,-85.37,-88.68,-89.86,-91.69,-156.0,3.05336179697154,0.145182818446336
169.0,168.0,189.0,167.0,190.0,166.0,-83.96,-84.8,-86.0,-87.38,-89.2,-90.25,3.05336179697154,0.145182818446336
169.0,168.0,189.0,167.0,190.0,166.0,-83.96,-84.8,-86.0,-87.38,-89.2,-90.25,3.057059331046796,0.1971056723907548
169.0,168.0,189.0,167.0,190.0,166.0,-83.96,-84.8,-86.0,-87.38,-89.2,-90.25,3.057059331046796,0.1971056723907548
169.0,168.0,190.0,167.0,166.0,,-81.3,-85.02,-91.09,-119.82,-156.0,,3.057059331046796,0.1971056723907548
169.0,168.0,190.0,167.0,166.0,,-81.3,-85.02,-91.09,-119.82,-156.0,,3.057059331046796,0.1971056723907548
169.0,168.0,190.0,167.0,166.0,,-81.3,-85.02,-91.09,-119.82,-156.0,,3.057059331046796,0.1971056723907548
169.0,168.0,167.0,166.0,,,-80.95,-83.35,-83.45,-156.0,,,3.057059331046796,0.1971056723907548
169.0,168.0,167.0,166.0,,,-80.95,-83.35,-83.45,-156.0,,,3.057059331046796,0.1971056723907548
169.0,168.0,167.0,189.0,,,-81.5,-84.07,-85.19,-89.07,,,3.057059331046796,0.1971056723907548
169.0,168.0,167.0,189.0,,,-81.5,-84.07,-85.19,-89.07,,,3.057059331046796,0.1971056723907548
169.0,168.0,167.0,189.0,,,-81.5,-84.07,-85.19,-89.07,,,3.057059331046796,0.1971056723907548
169.0,168.0,167.0,189.0,,,-81.39,-84.95,-85.2,-89.54,,,3.057059331046796,0.1971056723907548
169.0,168.0,167.0,189.0,,,-81.39,-84.95,-85.2,-89.54,,,3.057059331046796,0.1971056723907548
169.0,168.0,167.0,,,,-82.69,-84.27,-85.1,,,,3.075428036082969,0.3952783337903416
169.0,168.0,167.0,,,,-82.69,-84.27,-85.1,,,,3.075428036082969,0.3952783337903416
169.0,168.0,167.0,,,,-82.69,-84.27,-85.1,,,,3.075428036082969,0.3952783337903416
169.0,168.0,167.0,,,,-84.23,-85.45,-118.56,,,,3.075428036082969,0.3952783337903416
169.0,168.0,167.0,,,,-84.23,-85.45,-118.56,,,,3.075428036082969,0.3952783337903416
169.0,168.0,189.0,167.0,166.0,,-81.48,-85.11,-85.95,-88.18,-156.0,,3.075428036082969,0.3952783337903416
169.0,168.0,189.0,167.0,166.0,,-81.48,-85.11,-85.95,-88.18,-156.0,,3.075428036082969,0.3952783337903416
169.0,168.0,189.0,167.0,166.0,,-81.48,-85.11,-85.95,-88.18,-156.0,,3.075428036082969,0.3952783337903416
169.0,168.0,167.0,189.0,166.0,,-78.45,-86.08,-87.3,-120.0,-156.0,,3.075428036082969,0.3952783337903416
169.0,168.0,167.0,189.0,166.0,,-78.45,-86.08,-87.3,-120.0,-156.0,,3.075428036082969,0.3952783337903416
169.0,168.0,167.0,189.0,166.0,,-78.45,-86.08,-87.3,-120.0,-156.0,,3.075428036082969,0.3952783337903416
169.0,189.0,168.0,167.0,166.0,,-76.09,-83.17,-83.5,-118.7,-156.0,,3.075428036082969,0.3952783337903416
169.0,189.0,168.0,167.0,166.0,,-76.09,-83.17,-83.5,-118.7,-156.0,,3.075428036082969,0.3952783337903416
169.0,189.0,168.0,167.0,166.0,,-77.21,-81.36,-83.18,-83.47,-156.0,,3.075428036082969,0.3952783337903416
169.0,189.0,168.0,167.0,166.0,,-77.21,-81.36,-83.18,-83.47,-156.0,,3.075428036082969,0.3952783337903416
169.0,189.0,168.0,167.0,166.0,,-77.21,-81.36,-83.18,-83.47,-156.0,,3.09981577582326,0.6637690327172681
169.0,168.0,189.0,167.0,166.0,,-77.93,-82.35,-84.64,-119.47,-156.0,,3.09981577582326,0.6637690327172681
169.0,168.0,189.0,167.0,166.0,,-77.93,-82.35,-84.64,-119.47,-156.0,,3.09981577582326,0.6637690327172681
169.0,168.0,167.0,166.0,,,-81.08,-82.3,-86.05,-87.34,,,3.09981577582326,0.6637690327172681
169.0,168.0,167.0,166.0,,,-81.08,-82.3,-86.05,-87.34,,,3.09981577582326,0.6637690327172681
169.0,168.0,167.0,166.0,,,-81.08,-82.3,-86.05,-87.34,,,3.09981577582326,0.6637690327172681
169.0,168.0,167.0,166.0,,,-79.96,-82.21,-83.45,-156.0,,,3.09981577582326,0.6637690327172681
169.0,168.0,167.0,166.0,,,-79.96,-82.21,-83.45,-156.0,,,3.09981577582326,0.6637690327172681
169.0,168.0,167.0,166.0,,,-79.96,-82.21,-83.45,-156.0,,,3.09981577582326,0.6637690327172681
169.0,168.0,167.0,166.0,,,-76.72,-83.3,-86.89,-122.8,,,3.09981577582326,0.6637690327172681
169.0,168.0,167.0,166.0,,,-76.72,-83.3,-86.89,-122.8,,,3.09981577582326,0.6637690327172681
169.0,167.0,168.0,166.0,,,-74.79,-81.69,-82.73,-121.23,,,3.09981577582326,0.6637690327172681
169.0,167.0,168.0,166.0,,,-74.79,-81.69,-82.73,-121.23,,,3.09981577582326,0.6637690327172681
169.0,167.0,168.0,166.0,,,-74.79,-81.69,-82.73,-121.23,,,3.09981577582326,0.6637690327172681
169.0,167.0,168.0,,,,-74.65,-80.34,-80.8,,,,3.09981577582326,0.6637690327172681
169.0,167.0,168.0,,,,-74.65,-80.34,-80.8,,,,3.09981577582326,0.6637690327172681
169.0,168.0,167.0,166.0,,,-75.71,-79.88,-84.93,-120.82,,,3.11544635604479,0.943901321711948
169.0,168.0,167.0,166.0,,,-75.71,-79.88,-84.93,-120.82,,,3.11544635604479,0.943901321711948
169.0,168.0,167.0,166.0,,,-75.71,-79.88,-84.93,-120.82,,,3.11544635604479,0.943901321711948
169.0,168.0,167.0,166.0,,,-75.67,-79.39,-81.81,-120.59,,,3.11544635604479,0.943901321711948
169.0,168.0,167.0,166.0,,,-75.67,-79.39,-81.81,-120.59,,,3.11544635604479,0.943901321711948
169.0,168.0,167.0,166.0,190.0,,-79.27,-80.25,-84.86,-86.4,-156.0,,3.11544635604479,0.943901321711948
169.0,168.0,167.0,166.0,190.0,,-79.27,-80.25,-84.86,-86.4,-156.0,,3.11544635604479,0.943901321711948
169.0,168.0,167.0,166.0,190.0,,-79.27,-80.25,-84.86,-86.4,-156.0,,3.11544635604479,0.943901321711948
169.0,168.0,167.0,166.0,190.0,,-74.6,-81.04,-83.57,-85.25,-156.0,,3.11544635604479,0.943901321711948
169.0,168.0,167.0,166.0,190.0,,-74.6,-81.04,-83.57,-85.25,-156.0,,3.11544635604479,0.943901321711948
169.0,168.0,167.0,166.0,190.0,,-74.6,-81.04,-83.57,-85.25,-156.0,,3.11544635604479,0.943901321711948
169.0,168.0,167.0,166.0,190.0,,-75.36,-80.32,-82.98,-120.29,-156.0,,3.11544635604479,0.943901321711948
169.0,168.0,167.0,166.0,190.0,,-75.36,-80.32,-82.98,-120.29,-156.0,,3.11544635604479,0.943901321711948
169.0,168.0,167.0,166.0,,,-76.32,-82.04,-84.28,-156.0,,,3.11544635604479,0.943901321711948
169.0,168.0,167.0,166.0,,,-76.32,-82.04,-84.28,-156.0,,,3.11544635604479,0.943901321711948
169.0,168.0,167.0,166.0,,,-76.32,-82.04,-84.28,-156.0,,,3.11544635604479,0.943901321711948
169.0,168.0,166.0,167.0,,,-75.93,-83.68,-120.57,-121.06,,,3.1550799408545385,1.2206454334665122
169.0,168.0,166.0,167.0,,,-75.93,-83.68,-120.57,-121.06,,,3.1550799408545385,1.2206454334665122
169.0,167.0,168.0,166.0,,,-76.26,-82.95,-84.65,-86.41,,,3.1550799408545385,1.2206454334665122
169.0,167.0,168.0,166.0,,,-76.26,-82.95,-84.65,-86.41,,,3.1550799408545385,1.2206454334665122
169.0,167.0,168.0,166.0,,,-76.26,-82.95,-84.65,-86.41,,,3.1550799408545385,1.2206454334665122
169.0,167.0,166.0,,,,-75.94,-83.79,-120.35,,,,3.1550799408545385,1.2206454334665122
169.0,167.0,166.0,,,,-75.94,-83.79,-120.35,,,,3.1550799408545385,1.2206454334665122
169.0,167.0,190.0,166.0,168.0,,-75.68,-82.59,-83.02,-84.73,-85.02,,3.1550799408545385,1.2206454334665122
169.0,167.0,190.0,166.0,168.0,,-75.68,-82.59,-83.02,-84.73,-85.02,,3.1550799408545385,1.2206454334665122
169.0,167.0,190.0,166.0,168.0,,-75.68,-82.59,-83.02,-84.73,-85.02,,3.1550799408545385,1.2206454334665122
169.0,168.0,167.0,166.0,190.0,,-77.54,-82.71,-83.1,-86.16,-120.5,,3.1550799408545385,1.2206454334665122
169.0,168.0,167.0,166.0,190.0,,-77.54,-82.71,-83.1,-86.16,-120.5,,3.1550799408545385,1.2206454334665122
169.0,168.0,167.0,166.0,190.0,,-77.54,-82.71,-83.1,-86.16,-120.5,,3.1550799408545385,1.2206454334665122
169.0,190.0,166.0,168.0,167.0,,-77.54,-83.12,-83.15,-83.46,-83.81,,3.1550799408545385,1.2206454334665122
169.0,190.0,166.0,168.0,167.0,,-77.54,-83.12,-83.15,-83.46,-83.81,,3.1550799408545385,1.2206454334665122
169.0,167.0,168.0,166.0,,,-78.5,-84.17,-84.59,-119.84,,,3.1761126239031188,1.5027589623056985
169.0,167.0,168.0,166.0,,,-78.5,-84.17,-84.59,-119.84,,,3.1761126239031188,1.5027589623056985
169.0,167.0,168.0,166.0,,,-78.5,-84.17,-84.59,-119.84,,,3.1761126239031188,1.5027589623056985
169.0,167.0,168.0,166.0,,,-76.87,-82.23,-84.16,-120.57,,,3.1761126239031188,1.5027589623056985
169.0,167.0,168.0,166.0,,,-76.87,-82.23,-84.16,-120.57,,,3.1761126239031188,1.5027589623056985
169.0,167.0,166.0,168.0,,,-77.54,-84.64,-86.29,-121.47,,,3.1761126239031188,1.5027589623056985
169.0,167.0,166.0,168.0,,,-77.54,-84.64,-86.29,-121.47,,,3.1761126239031188,1.5027589623056985
169.0,167.0,166.0,168.0,,,-77.54,-84.64,-86.29,-121.47,,,3.1761126239031188,1.5027589623056985
169.0,167.0,166.0,168.0,,,-79.66,-82.34,-85.27,-120.98,,,3.1761126239031188,1.5027589623056985
169.0,167.0,166.0,168.0,,,-79.66,-82.34,-85.27,-120.98,,,3.1761126239031188,1.5027589623056985
169.0,167.0,166.0,168.0,,,-79.66,-82.34,-85.27,-120.98,,,3.1761126239031188,1.5027589623056985
169.0,167.0,166.0,168.0,,,-80.85,-84.76,-87.87,-156.0,,,3.1761126239031188,1.5027589623056985
169.0,167.0,166.0,168.0,,,-80.85,-84.76,-87.87,-156.0,,,3.1761126239031188,1.5027589623056985
169.0,167.0,166.0,,,,-80.93,-82.77,-87.47,,,,3.1761126239031188,1.5027589623056985
169.0,167.0,166.0,,,,-80.93,-82.77,-87.47,,,,3.1761126239031188,1.5027589623056985
169.0,167.0,166.0,,,,-80.93,-82.77,-87.47,,,,3.1880216567295783,1.7826837111389235
169.0,167.0,168.0,166.0,,,-81.02,-83.77,-85.29,-85.49,,,3.1880216567295783,1.7826837111389235
169.0,167.0,168.0,166.0,,,-81.02,-83.77,-85.29,-85.49,,,3.1880216567295783,1.7826837111389235
169.0,167.0,166.0,168.0,,,-78.72,-80.78,-120.42,-156.0,,,3.1880216567295783,1.7826837111389235
