1 NR PCI,2 NR PCI,3 NR PCI,4 NR PCI,5 NR PCI,6 NR PCI,1 SS RSRP,2 SS RSRP,3 SS RSRP,4 SS RSRP,5 SS RSRP,6 SS RSRP,x,y
169.0,168.0,190.0,189.0,,,-76.14,-85.34,-85.46,-87.72,,,4.761508365284711,7.800128726852271
169.0,168.0,190.0,189.0,,,-76.14,-85.34,-85.46,-87.72,,,4.761508365284711,7.800128726852271
169.0,168.0,190.0,189.0,,,-76.14,-85.34,-85.46,-87.72,,,4.761508365284711,7.800128726852271
169.0,190.0,168.0,189.0,,,-75.68,-85.92,-87.22,-156.0,,,4.761508365284711,7.800128726852271
169.0,190.0,168.0,189.0,,,-75.68,-85.92,-87.22,-156.0,,,4.761508365284711,7.800128726852271
169.0,190.0,168.0,189.0,,,-76.5,-85.62,-87.05,-89.7,,,4.761508365284711,7.800128726852271
169.0,190.0,168.0,189.0,,,-76.5,-85.62,-87.05,-89.7,,,4.761508365284711,7.800128726852271
169.0,190.0,168.0,189.0,,,-76.5,-85.62,-87.05,-89.7,,,4.761508365284711,7.800128726852271
169.0,168.0,166.0,190.0,,,-80.35,-84.41,-122.52,-122.63,,,4.761508365284711,7.800128726852271
169.0,168.0,166.0,190.0,,,-80.35,-84.41,-122.52,-122.63,,,4.761508365284711,7.800128726852271
169.0,168.0,189.0,166.0,190.0,,-79.63,-82.14,-84.74,-88.48,-121.97,,5.063704108266842,7.79273588707627
169.0,168.0,189.0,166.0,190.0,,-79.63,-82.14,-84.74,-88.48,-121.97,,5.063704108266842,7.79273588707627
169.0,168.0,189.0,166.0,190.0,,-79.63,-82.14,-84.74,-88.48,-121.97,,5.063704108266842,7.79273588707627
169.0,168.0,166.0,189.0,190.0,167.0,-77.32,-85.13,-87.88,-89.48,-90.29,-125.91,5.063704108266842,7.79273588707627
169.0,168.0,166.0,189.0,190.0,167.0,-77.32,-85.13,-87.88,-89.48,-90.29,-125.91,5.063704108266842,7.79273588707627
169.0,168.0,166.0,189.0,190.0,167.0,-77.32,-85.13,-87.88,-89.48,-90.29,-125.91,5.063704108266842,7.79273588707627
169.0,167.0,166.0,168.0,190.0,189.0,-80.51,-87.28,-89.34,-121.7,-156.0,-156.0,5.063704108266842,7.79273588707627
169.0,167.0,166.0,168.0,190.0,189.0,-80.51,-87.28,-89.34,-121.7,-156.0,-156.0,5.063704108266842,7.79273588707627
169.0,168.0,190.0,166.0,,,-82.44,-85.88,-89.39,-91.82,,,5.063704108266842,7.79273588707627
169.0,168.0,190.0,166.0,,,-82.44,-85.88,-89.39,-91.82,,,5.063704108266842,7.79273588707627
169.0,168.0,190.0,166.0,,,-82.44,-85.88,-89.39,-91.82,,,5.063704108266842,7.79273588707627
169.0,168.0,190.0,189.0,166.0,,-82.67,-85.25,-87.32,-89.33,-90.01,,5.063704108266842,7.79273588707627
169.0,168.0,190.0,189.0,166.0,,-82.67,-85.25,-87.32,-89.33,-90.01,,5.063704108266842,7.79273588707627
168.0,169.0,190.0,166.0,189.0,167.0,-82.87,-83.62,-87.55,-87.88,-88.61,-89.82,5.063704108266842,7.79273588707627
168.0,169.0,190.0,166.0,189.0,167.0,-82.87,-83.62,-87.55,-87.88,-88.61,-89.82,5.063704108266842,7.79273588707627
168.0,169.0,190.0,166.0,189.0,167.0,-82.87,-83.62,-87.55,-87.88,-88.61,-89.82,5.063704108266842,7.79273588707627
168.0,169.0,190.0,167.0,189.0,166.0,-83.6,-86.97,-87.2,-87.67,-89.66,-90.79,5.063704108266842,7.79273588707627
168.0,169.0,190.0,167.0,189.0,166.0,-83.6,-86.97,-87.2,-87.67,-89.66,-90.79,5.063704108266842,7.79273588707627
168.0,169.0,190.0,167.0,189.0,166.0,-83.6,-86.97,-87.2,-87.67,-89.66,-90.79,5.063704108266842,7.79273588707627
169.0,168.0,190.0,166.0,167.0,189.0,-78.09,-82.35,-119.03,-120.14,-120.53,-120.77,5.063704108266842,7.79273588707627
169.0,168.0,190.0,166.0,167.0,189.0,-78.09,-82.35,-119.03,-120.14,-120.53,-120.77,5.063704108266842,7.79273588707627
169.0,168.0,189.0,167.0,190.0,166.0,-81.09,-85.01,-88.05,-88.76,-122.38,-156.0,5.063704108266842,7.79273588707627
169.0,168.0,189.0,167.0,190.0,166.0,-81.09,-85.01,-88.05,-88.76,-122.38,-156.0,5.063704108266842,7.79273588707627
169.0,168.0,189.0,167.0,190.0,166.0,-81.09,-85.01,-88.05,-88.76,-122.38,-156.0,5.063704108266842,7.79273588707627
169.0,168.0,190.0,166.0,,,-78.75,-88.44,-88.5,-89.93,,,5.063704108266842,7.79273588707627
169.0,168.0,190.0,166.0,,,-78.75,-88.44,-88.5,-89.93,,,5.063704108266842,7.79273588707627
169.0,168.0,190.0,166.0,,,-78.75,-88.44,-88.5,-89.93,,,5.063704108266842,7.79273588707627
169.0,168.0,190.0,189.0,166.0,,-81.65,-83.58,-87.43,-89.5,-89.57,,5.063704108266842,7.79273588707627
169.0,168.0,190.0,189.0,166.0,,-81.65,-83.58,-87.43,-89.5,-89.57,,5.063704108266842,7.79273588707627
169.0,168.0,189.0,167.0,190.0,166.0,-79.85,-83.44,-86.6,-87.04,-88.55,-123.13,5.063704108266842,7.79273588707627
169.0,168.0,189.0,167.0,190.0,166.0,-79.85,-83.44,-86.6,-87.04,-88.55,-123.13,5.063704108266842,7.79273588707627
169.0,168.0,189.0,167.0,190.0,166.0,-79.85,-83.44,-86.6,-87.04,-88.55,-123.13,5.394863521429407,7.809972713883478
169.0,168.0,167.0,189.0,190.0,166.0,-76.84,-83.12,-84.3,-85.29,-120.42,-156.0,5.394863521429407,7.809972713883478
169.0,168.0,167.0,189.0,190.0,166.0,-76.84,-83.12,-84.3,-85.29,-120.42,-156.0,5.394863521429407,7.809972713883478
169.0,168.0,190.0,167.0,166.0,,-77.52,-81.55,-119.7,-120.26,-156.0,,5.394863521429407,7.809972713883478
169.0,168.0,190.0,167.0,166.0,,-77.52,-81.55,-119.7,-120.26,-156.0,,5.394863521429407,7.809972713883478
169.0,168.0,190.0,167.0,166.0,,-77.52,-81.55,-119.7,-120.26,-156.0,,5.753318280541491,7.825338991247233
169.0,168.0,190.0,166.0,167.0,,-76.15,-82.77,-86.33,-86.72,-120.97,,5.753318280541491,7.825338991247233
169.0,168.0,190.0,166.0,167.0,,-76.15,-82.77,-86.33,-86.72,-120.97,,6.069889888026612,7.841122489009398
169.0,168.0,190.0,166.0,167.0,,-76.15,-82.77,-86.33,-86.72,-120.97,,6.069889888026612,7.841122489009398
169.0,168.0,190.0,167.0,166.0,,-77.89,-82.34,-85.13,-86.83,-121.57,,6.069889888026612,7.841122489009398
169.0,168.0,190.0,167.0,166.0,,-77.89,-82.34,-85.13,-86.83,-121.57,,6.069889888026612,7.841122489009398
169.0,168.0,166.0,190.0,167.0,,-77.52,-84.58,-85.04,-120.03,-120.53,,6.069889888026612,7.841122489009398
169.0,168.0,166.0,190.0,167.0,,-77.52,-84.58,-85.04,-120.03,-120.53,,6.3915057883003294,7.860660707729035
169.0,168.0,166.0,190.0,167.0,,-77.52,-84.58,-85.04,-120.03,-120.53,,6.3915057883003294,7.860660707729035
169.0,168.0,167.0,166.0,189.0,190.0,-78.03,-82.86,-85.31,-85.88,-86.57,-120.47,6.3915057883003294,7.860660707729035
169.0,168.0,167.0,166.0,189.0,190.0,-78.03,-82.86,-85.31,-85.88,-86.57,-120.47,6.3915057883003294,7.860660707729035
169.0,168.0,167.0,166.0,189.0,190.0,-78.03,-82.86,-85.31,-85.88,-86.57,-120.47,6.629377462301437,7.858781974745439
169.0,168.0,190.0,167.0,166.0,189.0,-75.18,-79.91,-83.47,-119.3,-121.87,-156.0,6.629377462301437,7.858781974745439
169.0,168.0,190.0,167.0,166.0,189.0,-75.18,-79.91,-83.47,-119.3,-121.87,-156.0,6.629377462301437,7.858781974745439
169.0,167.0,168.0,190.0,189.0,,-74.93,-80.79,-80.89,-86.66,-156.0,,6.629377462301437,7.858781974745439
169.0,167.0,168.0,190.0,189.0,,-74.93,-80.79,-80.89,-86.66,-156.0,,6.629377462301437,7.858781974745439
169.0,167.0,168.0,190.0,189.0,,-74.93,-80.79,-80.89,-86.66,-156.0,,6.629377462301437,7.858781974745439
169.0,167.0,168.0,166.0,,,-75.57,-81.39,-81.66,-122.35,,,6.629377462301437,7.858781974745439
169.0,167.0,168.0,166.0,,,-75.57,-81.39,-81.66,-122.35,,,6.629377462301437,7.858781974745439
190.0,166.0,167.0,168.0,169.0,,-82.82,-83.02,-83.09,-85.2,-85.27,,6.629377462301437,7.858781974745439
190.0,166.0,167.0,168.0,169.0,,-82.82,-83.02,-83.09,-85.2,-85.27,,6.629377462301437,7.858781974745439
190.0,166.0,167.0,168.0,169.0,,-82.82,-83.02,-83.09,-85.2,-85.27,,6.629377462301437,7.858781974745439
190.0,166.0,167.0,169.0,168.0,,-79.58,-81.93,-82.82,-86.6,-87.75,,6.629377462301437,7.858781974745439
190.0,166.0,167.0,169.0,168.0,,-79.58,-81.93,-82.82,-86.6,-87.75,,6.629377462301437,7.858781974745439
190.0,166.0,167.0,169.0,168.0,,-79.58,-81.93,-82.82,-86.6,-87.75,,6.563393578240279,7.843057699774588
169.0,167.0,190.0,166.0,168.0,,-80.22,-83.17,-83.25,-86.26,-122.07,,6.563393578240279,7.843057699774588
169.0,167.0,190.0,166.0,168.0,,-80.22,-83.17,-83.25,-86.26,-122.07,,6.563393578240279,7.843057699774588
169.0,167.0,190.0,166.0,168.0,,-81.58,-82.98,-85.5,-87.24,-87.87,,6.413830818116616,7.831033600094744
169.0,167.0,190.0,166.0,168.0,,-81.58,-82.98,-85.5,-87.24,-87.87,,6.413830818116616,7.831033600094744
169.0,167.0,190.0,166.0,168.0,,-81.58,-82.98,-85.5,-87.24,-87.87,,6.413830818116616,7.831033600094744
169.0,168.0,190.0,166.0,167.0,,-81.52,-83.91,-87.54,-91.65,-123.56,,6.413830818116616,7.831033600094744
169.0,168.0,190.0,166.0,167.0,,-81.52,-83.91,-87.54,-91.65,-123.56,,6.413830818116616,7.831033600094744
169.0,168.0,167.0,189.0,166.0,190.0,-80.64,-84.57,-87.82,-88.89,-93.11,-122.32,6.413830818116616,7.831033600094744
169.0,168.0,167.0,189.0,166.0,190.0,-80.64,-84.57,-87.82,-88.89,-93.11,-122.32,6.413830818116616,7.831033600094744
169.0,168.0,167.0,189.0,166.0,190.0,-80.64,-84.57,-87.82,-88.89,-93.11,-122.32,6.413830818116616,7.831033600094744
169.0,168.0,167.0,189.0,166.0,190.0,-77.27,-86.07,-88.26,-88.32,-89.16,-121.52,6.413830818116616,7.831033600094744
169.0,168.0,167.0,189.0,166.0,190.0,-77.27,-86.07,-88.26,-88.32,-89.16,-121.52,6.413830818116616,7.831033600094744
169.0,168.0,167.0,189.0,166.0,190.0,-77.27,-86.07,-88.26,-88.32,-89.16,-121.52,6.413830818116616,7.831033600094744
169.0,168.0,167.0,166.0,190.0,189.0,-80.11,-85.98,-89.15,-90.09,-120.38,-123.46,6.413830818116616,7.831033600094744
169.0,168.0,167.0,166.0,190.0,189.0,-80.11,-85.98,-89.15,-90.09,-120.38,-123.46,6.413830818116616,7.831033600094744
169.0,167.0,190.0,166.0,189.0,168.0,-79.98,-82.92,-82.93,-84.2,-121.63,-156.0,6.680613552300145,7.8926775444703825
169.0,167.0,190.0,166.0,189.0,168.0,-79.98,-82.92,-82.93,-84.2,-121.63,-156.0,6.680613552300145,7.8926775444703825
169.0,167.0,190.0,166.0,189.0,168.0,-79.98,-82.92,-82.93,-84.2,-121.63,-156.0,6.714199757001402,7.883667404386836
169.0,190.0,167.0,166.0,168.0,189.0,-78.5,-83.98,-87.79,-88.37,-121.85,-122.29,6.714199757001402,7.883667404386836
169.0,190.0,167.0,166.0,168.0,189.0,-78.5,-83.98,-87.79,-88.37,-121.85,-122.29,6.714199757001402,7.883667404386836
169.0,190.0,167.0,166.0,168.0,189.0,-78.5,-83.98,-87.79,-88.37,-121.85,-122.29,6.564382011086938,7.885181369087105
169.0,190.0,167.0,168.0,189.0,166.0,-79.19,-82.86,-87.59,-89.99,-91.98,-156.0,6.564382011086938,7.885181369087105
169.0,190.0,167.0,168.0,189.0,166.0,-79.19,-82.86,-87.59,-89.99,-91.98,-156.0,6.564382011086938,7.885181369087105
169.0,190.0,166.0,168.0,167.0,189.0,-80.71,-83.42,-86.56,-87.59,-156.0,-156.0,6.564382011086938,7.885181369087105
169.0,190.0,166.0,168.0,167.0,189.0,-80.71,-83.42,-86.56,-87.59,-156.0,-156.0,6.564382011086938,7.885181369087105
169.0,190.0,166.0,168.0,167.0,189.0,-80.71,-83.42,-86.56,-87.59,-156.0,-156.0,6.564382011086938,7.885181369087105
169.0,168.0,189.0,166.0,190.0,167.0,-78.42,-83.36,-86.45,-86.63,-87.39,-89.05,6.564382011086938,7.885181369087105
169.0,168.0,189.0,166.0,190.0,167.0,-78.42,-83.36,-86.45,-86.63,-87.39,-89.05,6.564382011086938,7.885181369087105
169.0,168.0,166.0,190.0,189.0,,-76.13,-84.41,-88.12,-88.72,-89.73,,6.564382011086938,7.885181369087105
169.0,168.0,166.0,190.0,189.0,,-76.13,-84.41,-88.12,-88.72,-89.73,,6.564382011086938,7.885181369087105
169.0,168.0,166.0,190.0,189.0,,-76.13,-84.41,-88.12,-88.72,-89.73,,6.564382011086938,7.885181369087105
169.0,168.0,166.0,190.0,189.0,167.0,-77.27,-84.52,-86.93,-87.59,-89.07,-156.0,6.564382011086938,7.885181369087105
169.0,168.0,166.0,190.0,189.0,167.0,-77.27,-84.52,-86.93,-87.59,-89.07,-156.0,6.180324188664134,7.902530006817123
169.0,168.0,166.0,190.0,167.0,189.0,-80.55,-84.48,-87.07,-87.59,-90.18,-123.5,6.180324188664134,7.902530006817123
169.0,168.0,166.0,190.0,167.0,189.0,-80.55,-84.48,-87.07,-87.59,-90.18,-123.5,6.180324188664134,7.902530006817123
169.0,168.0,166.0,190.0,167.0,189.0,-80.55,-84.48,-87.07,-87.59,-90.18,-123.5,6.180324188664134,7.902530006817123
169.0,190.0,167.0,168.0,189.0,166.0,-77.59,-81.32,-83.54,-83.64,-85.26,-156.0,6.180324188664134,7.902530006817123
169.0,190.0,167.0,168.0,189.0,166.0,-77.59,-81.32,-83.54,-83.64,-85.26,-156.0,6.180324188664134,7.902530006817123
169.0,190.0,167.0,168.0,189.0,166.0,-77.59,-81.32,-83.54,-83.64,-85.26,-156.0,6.180324188664134,7.902530006817123
169.0,190.0,168.0,189.0,166.0,,-77.71,-81.73,-83.94,-84.75,-156.0,,6.180324188664134,7.902530006817123
169.0,190.0,168.0,189.0,166.0,,-77.71,-81.73,-83.94,-84.75,-156.0,,6.180324188664134,7.902530006817123
169.0,190.0,168.0,166.0,189.0,,-77.07,-83.48,-85.48,-86.99,-156.0,,6.180324188664134,7.902530006817123
169.0,190.0,168.0,166.0,189.0,,-77.07,-83.48,-85.48,-86.99,-156.0,,6.180324188664134,7.902530006817123
169.0,190.0,168.0,166.0,189.0,,-77.07,-83.48,-85.48,-86.99,-156.0,,6.180324188664134,7.902530006817123
169.0,168.0,190.0,189.0,166.0,,-76.06,-82.69,-83.58,-86.1,-87.7,,6.180324188664134,7.902530006817123
169.0,168.0,190.0,189.0,166.0,,-76.06,-82.69,-83.58,-86.1,-87.7,,6.180324188664134,7.902530006817123
169.0,167.0,190.0,168.0,166.0,,-78.84,-80.64,-81.61,-82.68,-122.55,,6.180324188664134,7.902530006817123
169.0,167.0,190.0,168.0,166.0,,-78.84,-80.64,-81.61,-82.68,-122.55,,6.180324188664134,7.902530006817123
169.0,167.0,190.0,168.0,166.0,,-78.84,-80.64,-81.61,-82.68,-122.55,,6.180324188664134,7.902530006817123
169.0,168.0,190.0,167.0,166.0,,-78.49,-84.62,-121.12,-121.39,-156.0,,6.180324188664134,7.902530006817123
169.0,168.0,190.0,167.0,166.0,,-78.49,-84.62,-121.12,-121.39,-156.0,,6.180324188664134,7.902530006817123
169.0,168.0,190.0,167.0,166.0,,-78.49,-84.62,-121.12,-121.39,-156.0,,6.180324188664134,7.902530006817123
169.0,168.0,166.0,190.0,167.0,,-78.82,-84.38,-123.88,-156.0,-156.0,,6.180324188664134,7.902530006817123
169.0,168.0,166.0,190.0,167.0,,-78.82,-84.38,-123.88,-156.0,-156.0,,6.180324188664134,7.902530006817123
169.0,168.0,190.0,167.0,166.0,189.0,-78.92,-82.45,-88.05,-89.12,-89.21,-119.96,6.180324188664134,7.902530006817123
169.0,168.0,190.0,167.0,166.0,189.0,-78.92,-82.45,-88.05,-89.12,-89.21,-119.96,6.180324188664134,7.902530006817123
169.0,168.0,190.0,167.0,166.0,189.0,-78.92,-82.45,-88.05,-89.12,-89.21,-119.96,6.180324188664134,7.902530006817123
169.0,168.0,189.0,166.0,167.0,190.0,-77.19,-84.56,-85.61,-85.8,-120.99,-124.7,6.180324188664134,7.902530006817123
169.0,168.0,189.0,166.0,167.0,190.0,-77.19,-84.56,-85.61,-85.8,-120.99,-124.7,5.754448266682215,7.914030775219988
169.0,168.0,189.0,166.0,167.0,190.0,-77.19,-84.56,-85.61,-85.8,-120.99,-124.7,5.754448266682215,7.914030775219988
169.0,189.0,167.0,168.0,166.0,190.0,-75.97,-83.88,-84.77,-86.45,-120.28,-156.0,5.754448266682215,7.914030775219988
169.0,189.0,167.0,168.0,166.0,190.0,-75.97,-83.88,-84.77,-86.45,-120.28,-156.0,5.754448266682215,7.914030775219988
169.0,166.0,168.0,190.0,,,-76.01,-86.96,-120.5,-124.66,,,5.754448266682215,7.914030775219988
169.0,166.0,168.0,190.0,,,-76.01,-86.96,-120.5,-124.66,,,5.754448266682215,7.914030775219988
169.0,166.0,168.0,190.0,,,-76.01,-86.96,-120.5,-124.66,,,5.754448266682215,7.914030775219988
169.0,189.0,168.0,190.0,166.0,,-76.32,-84.41,-86.25,-124.31,-125.21,,5.501598898470276,7.892959608209387
169.0,189.0,168.0,190.0,166.0,,-76.32,-84.41,-86.25,-124.31,-125.21,,5.501598898470276,7.892959608209387
169.0,167.0,189.0,168.0,166.0,190.0,-77.27,-82.89,-84.28,-84.3,-120.88,-156.0,5.501598898470276,7.892959608209387
169.0,167.0,189.0,168.0,166.0,190.0,-77.27,-82.89,-84.28,-84.3,-120.88,-156.0,5.501598898470276,7.892959608209387
169.0,167.0,189.0,168.0,166.0,190.0,-77.27,-82.89,-84.28,-84.3,-120.88,-156.0,5.501598898470276,7.892959608209387
169.0,189.0,168.0,166.0,167.0,190.0,-75.42,-86.54,-86.96,-89.6,-123.2,-123.93,5.501598898470276,7.892959608209387
169.0,189.0,168.0,166.0,167.0,190.0,-75.42,-86.54,-86.96,-89.6,-123.2,-123.93,5.501598898470276,7.892959608209387
169.0,189.0,168.0,166.0,167.0,190.0,-75.42,-86.54,-86.96,-89.6,-123.2,-123.93,5.501598898470276,7.892959608209387
169.0,189.0,168.0,190.0,167.0,166.0,-77.96,-85.52,-87.38,-89.48,-90.47,-91.88,5.501598898470276,7.892959608209387
169.0,189.0,168.0,190.0,167.0,166.0,-77.96,-85.52,-87.38,-89.48,-90.47,-91.88,5.501598898470276,7.892959608209387
169.0,189.0,168.0,166.0,190.0,,-77.39,-86.79,-87.41,-87.96,-91.49,,5.501598898470276,7.892959608209387
169.0,189.0,168.0,166.0,190.0,,-77.39,-86.79,-87.41,-87.96,-91.49,,5.501598898470276,7.892959608209387
169.0,189.0,168.0,166.0,190.0,,-77.39,-86.79,-87.41,-87.96,-91.49,,5.501598898470276,7.892959608209387
169.0,168.0,189.0,166.0,190.0,,-76.94,-86.78,-89.84,-91.71,-123.02,,5.501598898470276,7.892959608209387
169.0,168.0,189.0,166.0,190.0,,-76.94,-86.78,-89.84,-91.71,-123.02,,5.501598898470276,7.892959608209387
169.0,166.0,190.0,168.0,189.0,,-77.71,-84.01,-86.89,-88.71,-122.48,,5.501598898470276,7.892959608209387
169.0,166.0,190.0,168.0,189.0,,-77.71,-84.01,-86.89,-88.71,-122.48,,5.146742384371693,7.8802509335695
169.0,166.0,190.0,168.0,189.0,,-77.71,-84.01,-86.89,-88.71,-122.48,,5.146742384371693,7.8802509335695
169.0,166.0,190.0,168.0,,,-76.74,-83.54,-86.83,-87.33,,,5.146742384371693,7.8802509335695
169.0,166.0,190.0,168.0,,,-76.74,-83.54,-86.83,-87.33,,,5.146742384371693,7.8802509335695
169.0,166.0,190.0,168.0,,,-76.74,-83.54,-86.83,-87.33,,,5.146742384371693,7.8802509335695
169.0,166.0,190.0,168.0,189.0,,-78.17,-85.43,-86.75,-87.93,-88.01,,5.146742384371693,7.8802509335695
169.0,166.0,190.0,168.0,189.0,,-78.17,-85.43,-86.75,-87.93,-88.01,,5.146742384371693,7.8802509335695
169.0,190.0,166.0,189.0,168.0,,-78.36,-86.58,-86.6,-88.65,-89.48,,5.146742384371693,7.8802509335695
169.0,190.0,166.0,189.0,168.0,,-78.36,-86.58,-86.6,-88.65,-89.48,,5.146742384371693,7.8802509335695
169.0,190.0,166.0,189.0,168.0,,-78.36,-86.58,-86.6,-88.65,-89.48,,5.146742384371693,7.8802509335695
169.0,166.0,189.0,190.0,168.0,,-77.03,-87.16,-89.44,-123.64,-124.73,,5.146742384371693,7.8802509335695
169.0,166.0,189.0,190.0,168.0,,-77.03,-87.16,-89.44,-123.64,-124.73,,5.146742384371693,7.8802509335695
169.0,166.0,189.0,168.0,190.0,,-76.42,-83.47,-85.51,-156.0,-156.0,,5.146742384371693,7.8802509335695
169.0,166.0,189.0,168.0,190.0,,-76.42,-83.47,-85.51,-156.0,-156.0,,5.146742384371693,7.8802509335695
169.0,166.0,189.0,168.0,190.0,,-76.42,-83.47,-85.51,-156.0,-156.0,,5.146742384371693,7.8802509335695
169.0,168.0,189.0,166.0,,,-76.08,-87.87,-88.82,-123.29,,,5.146742384371693,7.8802509335695
169.0,168.0,189.0,166.0,,,-76.08,-87.87,-88.82,-123.29,,,4.868897476446784,7.8956008959294355
169.0,168.0,189.0,166.0,,,-76.08,-87.87,-88.82,-123.29,,,4.868897476446784,7.8956008959294355
169.0,189.0,166.0,168.0,,,-78.51,-88.03,-88.47,-122.88,,,4.868897476446784,7.8956008959294355
169.0,189.0,166.0,168.0,,,-78.51,-88.03,-88.47,-122.88,,,4.868897476446784,7.8956008959294355
169.0,168.0,166.0,189.0,,,-73.69,-86.98,-90.0,-120.36,,,4.868897476446784,7.8956008959294355
169.0,168.0,166.0,189.0,,,-73.69,-86.98,-90.0,-120.36,,,4.868897476446784,7.8956008959294355
169.0,168.0,166.0,189.0,,,-73.69,-86.98,-90.0,-120.36,,,4.868897476446784,7.8956008959294355
169.0,189.0,166.0,168.0,167.0,,-79.01,-89.26,-89.81,-91.71,-93.26,,4.868897476446784,7.8956008959294355
169.0,189.0,166.0,168.0,167.0,,-79.01,-89.26,-89.81,-91.71,-93.26,,4.868897476446784,7.8956008959294355
169.0,189.0,166.0,168.0,167.0,,-79.01,-89.26,-89.81,-91.71,-93.26,,4.868897476446784,7.8956008959294355
169.0,166.0,168.0,167.0,189.0,,-75.71,-82.79,-85.22,-86.03,-156.0,,4.868897476446784,7.8956008959294355
169.0,166.0,168.0,167.0,189.0,,-75.71,-82.79,-85.22,-86.03,-156.0,,4.868897476446784,7.8956008959294355
169.0,167.0,166.0,189.0,168.0,,-74.55,-81.54,-81.77,-84.15,-120.13,,4.868897476446784,7.8956008959294355
169.0,167.0,166.0,189.0,168.0,,-74.55,-81.54,-81.77,-84.15,-120.13,,4.868897476446784,7.8956008959294355
169.0,167.0,166.0,189.0,168.0,,-74.55,-81.54,-81.77,-84.15,-120.13,,4.595329449184631,7.929219481686701
169.0,167.0,166.0,189.0,168.0,,-72.63,-81.25,-83.27,-83.49,-87.39,,4.595329449184631,7.929219481686701
169.0,167.0,166.0,189.0,168.0,,-72.63,-81.25,-83.27,-83.49,-87.39,,4.595329449184631,7.929219481686701
169.0,167.0,189.0,190.0,168.0,166.0,-76.25,-84.98,-85.64,-94.13,-123.44,-156.0,4.595329449184631,7.929219481686701
169.0,167.0,189.0,190.0,168.0,166.0,-76.25,-84.98,-85.64,-94.13,-123.44,-156.0,4.595329449184631,7.929219481686701
169.0,167.0,189.0,190.0,168.0,166.0,-76.25,-84.98,-85.64,-94.13,-123.44,-156.0,4.595329449184631,7.929219481686701
169.0,166.0,168.0,190.0,189.0,,-78.16,-81.92,-83.83,-119.36,-120.99,,4.595329449184631,7.929219481686701
169.0,166.0,168.0,190.0,189.0,,-78.16,-81.92,-83.83,-119.36,-120.99,,4.595329449184631,7.929219481686701
169.0,166.0,168.0,190.0,189.0,,-78.16,-81.92,-83.83,-119.36,-120.99,,4.595329449184631,7.929219481686701
169.0,166.0,167.0,190.0,168.0,189.0,-79.47,-79.74,-82.68,-85.13,-86.43,-156.0,4.595329449184631,7.929219481686701
169.0,166.0,167.0,190.0,168.0,189.0,-79.47,-79.74,-82.68,-85.13,-86.43,-156.0,4.595329449184631,7.929219481686701
169.0,166.0,190.0,189.0,167.0,168.0,-77.64,-82.43,-85.95,-86.34,-86.34,-86.91,4.595329449184631,7.929219481686701
169.0,166.0,190.0,189.0,167.0,168.0,-77.64,-82.43,-85.95,-86.34,-86.34,-86.91,4.595329449184631,7.929219481686701
169.0,166.0,190.0,189.0,167.0,168.0,-77.64,-82.43,-85.95,-86.34,-86.34,-86.91,4.595329449184631,7.929219481686701
169.0,167.0,190.0,189.0,166.0,,-79.32,-84.36,-85.28,-87.96,-156.0,,4.595329449184631,7.929219481686701
169.0,167.0,190.0,189.0,166.0,,-79.32,-84.36,-85.28,-87.96,-156.0,,4.303713649322819,7.987996503957596
169.0,190.0,166.0,167.0,189.0,,-78.24,-84.98,-88.99,-120.61,-121.3,,4.303713649322819,7.987996503957596
169.0,190.0,166.0,167.0,189.0,,-78.24,-84.98,-88.99,-120.61,-121.3,,4.303713649322819,7.987996503957596
169.0,190.0,166.0,167.0,189.0,,-78.24,-84.98,-88.99,-120.61,-121.3,,4.303713649322819,7.987996503957596
169.0,166.0,190.0,189.0,,,-75.55,-82.23,-83.55,-121.19,,,4.303713649322819,7.987996503957596
169.0,166.0,190.0,189.0,,,-75.55,-82.23,-83.55,-121.19,,,4.303713649322819,7.987996503957596
169.0,166.0,168.0,189.0,190.0,,-78.09,-80.54,-82.2,-85.29,-120.38,,4.303713649322819,7.987996503957596
169.0,166.0,168.0,189.0,190.0,,-78.09,-80.54,-82.2,-85.29,-120.38,,4.303713649322819,7.987996503957596
169.0,166.0,168.0,189.0,190.0,,-78.09,-80.54,-82.2,-85.29,-120.38,,4.303713649322819,7.987996503957596
169.0,168.0,190.0,166.0,167.0,189.0,-80.11,-81.89,-83.79,-83.97,-86.09,-121.23,4.303713649322819,7.987996503957596
169.0,168.0,190.0,166.0,167.0,189.0,-80.11,-81.89,-83.79,-83.97,-86.09,-121.23,4.303713649322819,7.987996503957596
169.0,168.0,166.0,189.0,190.0,167.0,-77.16,-83.29,-84.27,-84.71,-119.82,-122.59,4.303713649322819,7.987996503957596
169.0,168.0,166.0,189.0,190.0,167.0,-77.16,-83.29,-84.27,-84.71,-119.82,-122.59,4.303713649322819,7.987996503957596
169.0,168.0,166.0,189.0,190.0,167.0,-77.16,-83.29,-84.27,-84.71,-119.82,-122.59,4.303713649322819,7.987996503957596
169.0,166.0,168.0,167.0,190.0,,-80.37,-82.77,-83.05,-84.66,-85.33,,4.005368256643461,7.967660561799264
169.0,166.0,168.0,167.0,190.0,,-80.37,-82.77,-83.05,-84.66,-85.33,,4.005368256643461,7.967660561799264
169.0,166.0,168.0,167.0,190.0,,-80.37,-82.77,-83.05,-84.66,-85.33,,4.005368256643461,7.967660561799264
